"sequence.sequenceID","alignment.name","alignment.displayName","sequence.m49_country.id","sequence.m49_country.display_name","sequence.gb_place_sampled","sequence.location","sequence.collection_year","sequence.earliest_collection_year","sequence.latest_collection_year","sequence.gb_length","sequence.gb_create_date","sequence.gb_update_date","sequence.host","sequence.gb_pubmed_id","sequence.isolate"
"KC660300","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2010,2010,2010,885,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/532"
"KC660301","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2011,2011,2011,886,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/217"
"KC660299","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2010,2010,2010,888,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/274"
"KC660305","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2010,2010,2010,864,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/268"
"DQ841497","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Durban:J14","South Africa: KwaZulu Natal:Durban:J14",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.387"
"DQ841505","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Mount Currie:E17","South Africa: KwaZulu Natal:Mount Currie:E17",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.409"
"DQ841438","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Umzinto:I17","South Africa: KwaZulu Natal:Umzinto:I17",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.147"
"DQ841433","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Ixopo:G15","South Africa: KwaZulu Natal:Ixopo:G15",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.127"
"DQ841454","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Umzimkulu:E16","South Africa: KwaZulu Natal:Umzimkulu:E16",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.225"
"DQ841457","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Alfred:F17","South Africa: KwaZulu Natal:Alfred:F17",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.236"
"GQ983394","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"183.05"
"KC660294","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Umgungundlovu)","South Africa: KwaZulu Natal (Umgungundlovu)",2010,2010,2010,887,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/509"
"KC660295","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Umgungundlovu)","South Africa: KwaZulu Natal (Umgungundlovu)",2010,2010,2010,884,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/410"
"KC660311","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Umgungundlovu)","South Africa: KwaZulu Natal (Umgungundlovu)",2010,2010,2010,839,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/327"
"KC660310","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Umgungundlovu)","South Africa: KwaZulu Natal (Umgungundlovu)",2011,2011,2011,893,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/195"
"KC660306","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Umgungundlovu)","South Africa: KwaZulu Natal (Umgungundlovu)",2011,2011,2011,886,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/300"
"KC660312","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Umgungundlovu)","South Africa: KwaZulu Natal (Umgungundlovu)",2011,2011,2011,862,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"15-Nov"
"KC660309","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Umgungundlovu)","South Africa: KwaZulu Natal (Umgungundlovu)",2011,2011,2011,882,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"28-Nov"
"KC660302","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2011,2011,2011,886,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/54"
"KC660313","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2010,2010,2010,855,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/495"
"KC660314","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (Ugu)","South Africa: KwaZulu Natal (Ugu)",2010,2010,2010,838,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"10/524"
"DQ841502","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Ixopo:G15","South Africa: KwaZulu Natal:Ixopo:G15",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Canis familiaris",17451828,"KZNdg03.404"
"KY681413","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu-Natal","South Africa: KwaZulu-Natal",2016,2016,2016,592,"02-Nov-18","02-Nov-18","Canis lupus familiaris",NA,"16/051"
"GQ983454","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"288.03"
"KC660338","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal (uThungulu)","South Africa: KwaZulu Natal (uThungulu)",2011,2011,2011,869,"13-Mar-14","13-Mar-14","Canis lupus familiaris",24619442,"11/178"
"GQ983488","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2009,592,"13-Oct-09","24-Jul-16",NA,21036195,"383.92"
"KM262038","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","MOZ","Mozambique",NA,"Mozambique: -",1999,1999,1999,592,"03-Jan-17","03-Jan-17","Canis familiaris",NA,"MOZdg186.99"
"KM262042","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","MOZ","Mozambique",NA,"Mozambique: -",2005,2005,2005,592,"03-Jan-17","03-Jan-17","Canis familiaris",NA,"MOZdg232.05"
"KM262045","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","MOZ","Mozambique",NA,"Mozambique: -",2005,2005,2005,592,"03-Jan-17","03-Jan-17","Canis familiaris",NA,"MOZdg687.05"
"KM262044","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","MOZ","Mozambique",NA,"Mozambique: -",2005,2005,2005,592,"03-Jan-17","03-Jan-17","Canis familiaris",NA,"MOZdg659.05"
"DQ841426","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","KwaZulu Natal:Port Shepstone:H17","South Africa: KwaZulu Natal:Port Shepstone:H17",2003,NA,2007,592,"06-Jun-07","14-Jul-16","Bos taurus",17451828,"KZNcw03.620"
"DQ431307","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Brulpan","South Africa: Brulpan",2003,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,29103"
"DQ431308","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","De Aar","South Africa: De Aar",2003,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,31203"
"DQ431309","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Grootdoringpan","South Africa: Grootdoringpan",2005,NA,2007,592,"31-Mar-07","26-Jul-16","Canis lupus familiaris",17537536,"DL,6705"
"DQ431310","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kuruman","South Africa: Kuruman",2002,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,4002"
"DQ431311","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kuruman","South Africa: Kuruman",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,76604"
"MK467511","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2017,2017,2017,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"389-17"
"MT454638","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2016,2016,2016,11923,"09-Jul-20","09-Jul-20","Otocyon megalotis",NA,"631/16"
"MK467515","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2016,2016,2016,592,"09-Mar-20","09-Mar-20","Otocyon megalotis",NA,"631-16"
"DQ431312","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,52904"
"DQ431313","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kuruman","South Africa: Kuruman",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,54804"
"MK467518","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2016,2016,2016,592,"09-Mar-20","09-Mar-20","Otocyon megalotis",NA,"899-16"
"MK467482","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2009,2009,2009,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"848-09"
"MK467473","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2006,2006,2006,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"Jun-64"
"MK467500","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2016,2016,2016,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"145-16"
"MK467521","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2017,2017,2017,592,"09-Mar-20","09-Mar-20","Otocyon megalotis",NA,"374-17"
"MK467517","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2016,2016,2016,592,"09-Mar-20","09-Mar-20","Otocyon megalotis",NA,"768-16"
"MK467513","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2016,2016,2016,592,"09-Mar-20","09-Mar-20","Otocyon megalotis",NA,"425-16"
"MK467520","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2017,2017,2017,592,"09-Mar-20","09-Mar-20","Otocyon megalotis",NA,"368-17"
"MK467491","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2014,2014,2014,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"737-14"
"EU163388","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","LSO","Lesotho","Moehale's Hoek","Lesotho: Moehale's Hoek",2000,NA,2009,592,"15-May-09","26-Jul-16","Canis lupus familiaris",19428751,"650/00"
"AF177086","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZWE","Zimbabwe","Tsholotsho","Zimbabwe: Tsholotsho",1993,NA,2001,594,"21-Aug-01","19-Mar-03","Canis mesomelas",12573499,"j21579"
"AF177091","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZWE","Zimbabwe","Bulawayo","Zimbabwe: Bulawayo",1995,NA,2001,594,"21-Aug-01","19-Mar-03","Canis mesomelas",12573499,"j23374"
"AY605038","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZWE","Zimbabwe","Gwanda","Zimbabwe: Gwanda",2002,NA,2005,592,"30-Apr-05","26-Jul-16","Canis mesomelas",NA,"j28522"
"DQ431318","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Potgietersrus","South Africa: Potgietersrus",1999,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,80699"
"DQ431319","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Messina","South Africa: Messina",1998,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,30398"
"EF686055","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Soutpansberg","South Africa: Soutpansberg",1999,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j609/99"
"EF686060","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Soutpansberg","South Africa: Soutpansberg",2000,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d438/00"
"EF686066","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Potgietersrus","South Africa: Potgietersrus",2000,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d572/00"
"DQ431317","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Potgietersrus","South Africa: Potgietersrus",1999,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,102099"
"EF686063","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Potgietersrus","South Africa: Potgietersrus",2000,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d207/00"
"EF686109","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Potgietersrus","South Africa: Potgietersrus",2000,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j685/00"
"EF686075","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",2000,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j641/00"
"EF686067","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Musina","South Africa: Musina",2001,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d42/01"
"EF686073","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Soutpansberg","South Africa: Soutpansberg",2001,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j191/01"
"EF686046","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Messina","South Africa: Messina",1999,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j194/99"
"EF686105","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Musina","South Africa: Musina",2004,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j64/04"
"EF686108","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Louis Trichardt","South Africa: Louis Trichardt",2003,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j211/03"
"EF686099","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Louis Trichardt","South Africa: Louis Trichardt",2004,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j133/04"
"EF686133","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Louis Trichardt","South Africa: Louis Trichardt",2005,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j537/05"
"EF686148","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2008,592,"01-Jun-08","26-Jul-16","black-backed jackal",19061924,"j528/05"
"AF177118","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Stella","South Africa: Stella",1994,NA,2001,590,"10-Aug-01","19-Mar-03","Canis lupus familiaris",12573499,"d820"
"DQ431321","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Fraserburg","South Africa: Fraserburg",1997,NA,2007,592,"31-Mar-07","26-Jul-16","Canis mesomelas",17537536,"DL,98297"
"EF686051","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kudurnane","South Africa: Kudurnane",1995,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j1034/95"
"AF303061","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Potgietersrus","South Africa: Potgietersrus",1999,NA,2002,592,"15-Jan-02","19-Mar-03","jackal",12573499,"j673"
"EF686054","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",1999,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j557/99"
"EF686069","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",1999,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j549/99"
"EF686092","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",2003,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j193/03"
"EF686100","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Potgietersrus","South Africa: Potgietersrus",2000,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j714/00"
"EF686112","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Potgietersrus","South Africa: Potgietersrus",2000,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j354/00"
"EF686115","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",2005,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d622/04"
"EF686142","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Phalaborwa","South Africa: Phalaborwa",2006,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j364/06"
"EF686145","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",2006,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j315/06"
"AF303062","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Pietersburg","South Africa: Pietersburg",1999,NA,2002,592,"15-Jan-02","19-Mar-03","jackal",12573499,"j669"
"AF303064","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Pietersburg","South Africa: Pietersburg",1999,NA,2002,592,"15-Jan-02","19-Mar-03","jackal",12573499,"j717"
"EF686052","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",1999,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d1004/99"
"EF686070","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",1999,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j418/99"
"EF686053","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",1999,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j590/99"
"EF686065","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",2000,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d273/00"
"EF686076","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Thohoyandou","South Africa: Thohoyandou",2000,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j171/00"
"EF686087","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d347/00"
"EF686059","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",1999,NA,2008,594,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j223/99"
"EF686074","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Potgietersrus","South Africa: Potgietersrus",2001,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j127/01"
"EF686117","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",2005,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d575/05"
"EF686130","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Polokwane","South Africa: Polokwane",2005,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j565/05"
"EF686118","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Louis Trichardt","South Africa: Louis Trichardt",2005,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j728/05"
"EF686129","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Louis Trichardt","South Africa: Louis Trichardt",2005,NA,2008,593,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j721/05"
"EF686139","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Louis Trichardt","South Africa: Louis Trichardt",2006,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d296/06"
"EF686132","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Louis Trichardt","South Africa: Louis Trichardt",2005,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d686/05"
"EF686137","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Louis Trichardt","South Africa: Louis Trichardt",2006,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j294/06"
"DQ431320","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,47503"
"EF686111","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ellisras","South Africa: Ellisras",2003,NA,2008,592,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d224/03"
"EF686121","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Soutpansberg","South Africa: Soutpansberg",2005,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j819/05"
"EF686122","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ellisras","South Africa: Ellisras",2005,NA,2008,593,"01-Jun-08","26-Jul-16","Canis familiaris",19061924,"d757/05"
"EF686090","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Ellisras","South Africa: Ellisras",2003,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j778/03"
"EF686056","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Potgietersrus","South Africa: Potgietersrus",2000,NA,2008,592,"01-Jun-08","26-Jul-16","Canis mesomelas",19061924,"j80/00"
"AF303060","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Soutpansberg","South Africa: Soutpansberg",1999,NA,2002,592,"15-Jan-02","19-Mar-03","jackal",12573499,"j631"
"AF303082","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",NA,NA,2001,592,"02-Oct-01","02-Oct-01","jackal",NA,"j631"
"AF177103","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Roetran","South Africa: Roetran",1996,NA,2001,587,"10-Aug-01","19-Mar-03","Canis lupus familiaris",12573499,"d8"
"DQ431314","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,26904"
"AF177097","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Uitenhage","South Africa: Uitenhage",1998,NA,2001,589,"10-Aug-01","19-Mar-03","Otocyon megalotis",12573499,"o214"
"DQ431306","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,589,"31-Mar-07","26-Jul-16",NA,17537536,"DL,o21498"
"AF177099","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2001,592,"10-Aug-01","19-Mar-03","Canis mesomelas",12573499,"j982"
"AF303065","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: ",NA,NA,2002,592,"15-Jan-02","19-Mar-03","wild dog",12573499,"wd884"
"AF303066","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: ",NA,NA,2002,593,"15-Jan-02","19-Mar-03","wild dog",12573499,"wd800"
"JF327500","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Onderstepoort","South Africa: Onderstepoort",2007,2007,2007,595,"29-Feb-12","25-Jul-16","Canis familiaris",NA,"598/07"
"JF327501","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Onderstepoort","South Africa: Onderstepoort",2007,2007,2007,595,"29-Feb-12","25-Jul-16","Canis familiaris",NA,"655/07"
"JF327502","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Onderstepoort","South Africa: Onderstepoort",2007,2007,2007,595,"29-Feb-12","25-Jul-16","Canis familiaris",NA,"894/07"
"JF327503","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Onderstepoort","South Africa: Onderstepoort",2007,2007,2007,595,"29-Feb-12","25-Jul-16","Canis familiaris",NA,"588/07"
"DQ431315","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Windhoek","South Africa: Windhoek",1980,NA,2007,592,"31-Mar-07","26-Jul-16","Canis lupus familiaris",17537536,"DL,99380"
