"District","Shehia","subvillage","vacc_date","dogs_vaccinated","Cats_vaccinated","total_dog_estimate","DW"
"Mkoani","Chokocho","Kifukwe","31/07/2019",2,0,3,"Mkoani_Chokocho"
"Mkoani","Chokocho","Kifukwe","31/07/2019",1,0,1,"Mkoani_Chokocho"
"Mkoani","Chokocho","Kifukwe","31/07/2019",4,0,4,"Mkoani_Chokocho"
"Mkoani","Chokocho","Kandaani","31/07/2019",2,0,2,"Mkoani_Chokocho"
"Mkoani","Chokocho","Mabatini","31/07/2019",3,0,3,"Mkoani_Chokocho"
"Mkoani","Chokocho","Ulenge","31/07/2019",4,0,4,"Mkoani_Chokocho"
"Mkoani","Chokocho","Ulenge","31/07/2019",6,0,6,"Mkoani_Chokocho"
"Wete","Ole","Ole","29/07/2019",2,0,2,"Wete_Ole"
"Wete","Ole","Kianga","29/07/2019",2,0,2,"Wete_Ole"
"Wete","Ole","Ole Muhugoni","29/07/2019",2,0,2,"Wete_Ole"
"Wete","Ole","Ole Muhugoni","29/07/2019",3,0,3,"Wete_Ole"
"Wete","Ole","Simaungwe","29/07/2019",4,0,4,"Wete_Ole"
"Wete","Ole","Ole Muhugoni","29/07/2019",4,0,5,"Wete_Ole"
"Wete","Ole","Mbuzini Skuli","29/07/2019",5,0,5,"Wete_Ole"
"Wete","Ole","Kiuyu Minungwini","29/07/2019",4,0,4,"Wete_Ole"
"Wete","Ole","Kianga","29/07/2019",3,0,4,"Wete_Ole"
"Wete","Ole","Ole Mbuyuni","29/07/2019",4,0,6,"Wete_Ole"
"Wete","Ole","Mchangamrima","29/07/2019",1,0,3,"Wete_Ole"
"Wete","Ole","Kianga","29/07/2019",2,0,3,"Wete_Ole"
"Wete","Ole","Ole Muhugoni","29/07/2019",2,0,3,"Wete_Ole"
"Wete","Ole","Jonwe","29/07/2019",5,0,5,"Wete_Ole"
"Wete","Ole","Ole Muhugoni","29/07/2019",1,0,1,"Wete_Ole"
"Wete","Ole","Jonwe","29/07/2019",2,0,2,"Wete_Ole"
"Wete","Ole","Jonwe","29/07/2019",7,0,7,"Wete_Ole"
"Chake Chake","Ziwani","Mchangamrima","29/07/2019",1,0,1,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Mchangamrima","29/07/2019",1,0,1,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Ziwani","29/07/2019",1,0,1,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Ziwani","29/07/2019",6,0,6,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Ziwani sokoni","29/07/2019",1,0,1,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Welezo","29/07/2019",5,0,5,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Welezo","29/07/2019",3,0,3,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Welezo","29/07/2019",4,0,4,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Welezo","29/07/2019",2,0,2,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Welezo","29/07/2019",3,0,3,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Welezo","29/07/2019",3,0,3,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Mchengwe","29/07/2019",1,0,2,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Mchangani","29/07/2019",2,0,2,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Mchangani","29/07/2019",1,0,1,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Pembeni","29/07/2019",4,0,4,"Chake Chake_Ziwani"
"Chake Chake","Ziwani","Welezo","29/07/2019",1,0,1,"Chake Chake_Ziwani"
"Chake Chake","Uwandani","Uwandani","29/07/2019",5,0,5,"Chake Chake_Uwandani"
"Chake Chake","Uwandani","Uwandani","29/07/2019",10,0,10,"Chake Chake_Uwandani"
"Chake Chake","Uwandani","Uwandani","29/07/2019",3,0,3,"Chake Chake_Uwandani"
"Chake Chake","Uwandani","Uwandani","29/07/2019",1,0,1,"Chake Chake_Uwandani"
"Chake Chake","Uwandani","Uwandani","29/07/2019",3,0,3,"Chake Chake_Uwandani"
"Chake Chake","Uwandani","Uwandani","29/07/2019",1,0,1,"Chake Chake_Uwandani"
"Chake Chake","Uwandani","Uwandani","29/07/2019",4,0,4,"Chake Chake_Uwandani"
"Chake Chake","Uwandani","Uwandani","29/07/2019",1,0,1,"Chake Chake_Uwandani"
"Chake Chake","Uwandani","Uwandani","29/07/2019",1,0,1,"Chake Chake_Uwandani"
"Chake Chake","Uwandani","Makaani","29/07/2019",1,0,4,"Chake Chake_Uwandani"
"Chake Chake","Uwandani","Makaani","29/07/2019",3,0,3,"Chake Chake_Uwandani"
"Chake Chake","Vitongoji","Kiwaa","29/07/2019",4,0,4,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Mchangani","29/07/2019",1,0,1,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Kiwaa","29/07/2019",3,0,3,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Mchangani","29/07/2019",2,0,2,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Changuo","29/07/2019",4,0,4,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Mchangani","29/07/2019",1,0,1,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Mchangani","29/07/2019",2,0,2,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vumba","29/07/2019",4,0,4,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vumba","29/07/2019",5,0,5,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vumba","29/07/2019",3,0,3,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Mchangani","29/07/2019",7,0,7,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Mchangani","29/07/2019",1,0,1,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Mchangani","29/07/2019",6,0,6,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Mchangani","29/07/2019",5,0,5,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vumba","29/07/2019",4,0,8,"Chake Chake_Vitongoji"
"Chake Chake","Mbuzini","Mbuzini","29/07/2019",11,0,11,"Chake Chake_Mbuzini"
"Chake Chake","Mbuzini","Mbuzini","29/07/2019",13,0,14,"Chake Chake_Mbuzini"
"Chake Chake","Mbuzini","Mbuzini","29/07/2019",5,0,5,"Chake Chake_Mbuzini"
"Chake Chake","Mbuzini","Mbuzini","29/07/2019",2,0,2,"Chake Chake_Mbuzini"
"Chake Chake","Mbuzini","Mbuzini","29/07/2019",3,0,3,"Chake Chake_Mbuzini"
"Wete","Kipangani","Kipangani","29/07/2019",2,0,2,"Wete_Kipangani"
"Wete","Kipangani","Kipangani","29/07/2019",9,0,9,"Wete_Kipangani"
"Wete","Mjini Ole","Makaani","29/07/2019",1,0,1,"Wete_Mjini Ole"
"Wete","Mjini Ole","Ole Mbuyuni","29/07/2019",3,0,3,"Wete_Mjini Ole"
"Wete","Mjini Ole","Mjini Ole","29/07/2019",4,0,4,"Wete_Mjini Ole"
"Wete","Mjini Ole","Kangagani","29/07/2019",4,0,4,"Wete_Mjini Ole"
"Wete","Mjini Ole","Mjini Kiuyu","29/07/2019",9,0,9,"Wete_Mjini Ole"
"Chake Chake","Kibokoni","Makaani","29/07/2019",11,0,11,"Chake Chake_Kibokoni"
"Chake Chake","Kibokoni","Makaani","29/07/2019",2,0,2,"Chake Chake_Kibokoni"
"Chake Chake","Kibokoni","Mawasilano","29/07/2019",12,0,12,"Chake Chake_Kibokoni"
"Chake Chake","Kibokoni","Kisiwani","29/07/2019",8,0,8,"Chake Chake_Kibokoni"
"Chake Chake","Kibokoni","Kisiwani","29/07/2019",2,0,2,"Chake Chake_Kibokoni"
"Chake Chake","Shungi","Chanjamjawiri","30/07/2019",7,0,7,"Chake Chake_Shungi"
"Chake Chake","Shungi","Vikokotoni","30/07/2019",1,0,1,"Chake Chake_Shungi"
"Chake Chake","Shungi","Vikokotoni","30/07/2019",1,0,1,"Chake Chake_Shungi"
"Chake Chake","Shungi","Vikokotoni","30/07/2019",4,0,4,"Chake Chake_Shungi"
"Chake Chake","Shungi","Vikokotoni","30/07/2019",6,0,6,"Chake Chake_Shungi"
"Chake Chake","Shungi","Vikokotoni","30/07/2019",2,0,2,"Chake Chake_Shungi"
"Chake Chake","Shungi","Vikokotoni","30/07/2019",1,0,1,"Chake Chake_Shungi"
"Chake Chake","Shungi","Vikokotoni","30/07/2019",2,0,2,"Chake Chake_Shungi"
"Chake Chake","Shungi","Vikokotoni","30/07/2019",3,0,3,"Chake Chake_Shungi"
"Chake Chake","Shungi","Kichangani","30/07/2019",1,0,1,"Chake Chake_Shungi"
"Chake Chake","Shungi","Shungi","30/07/2019",2,0,2,"Chake Chake_Shungi"
"Chake Chake","Shungi","Shungi","30/07/2019",1,0,2,"Chake Chake_Shungi"
"Chake Chake","Shungi","Shungi","30/07/2019",2,0,2,"Chake Chake_Shungi"
"Chake Chake","Shungi","Shungi","30/07/2019",1,0,1,"Chake Chake_Shungi"
"Chake Chake","Shungi","Shungi","30/07/2019",2,0,2,"Chake Chake_Shungi"
"Chake Chake","Kilindi","Chanjamjawiri","30/07/2019",1,0,1,"Chake Chake_Kilindi"
"Chake Chake","Kilindi","Kuungeni","30/07/2019",4,0,4,"Chake Chake_Kilindi"
"Chake Chake","Kilindi","Msooni","30/07/2019",10,0,10,"Chake Chake_Kilindi"
"Chake Chake","Kilindi","Papani","30/07/2019",2,0,2,"Chake Chake_Kilindi"
"Chake Chake","Kilindi","Tundaua","30/07/2019",1,0,1,"Chake Chake_Kilindi"
"Chake Chake","Kilindi","Tundaua","30/07/2019",2,0,4,"Chake Chake_Kilindi"
"Chake Chake","Kilindi","Ostabee","30/07/2019",1,0,2,"Chake Chake_Kilindi"
"Chake Chake","Kilindi","Ostabee","30/07/2019",1,0,4,"Chake Chake_Kilindi"
"Chake Chake","Kilindi","chanini","30/07/2019",2,0,3,"Chake Chake_Kilindi"
"Chake Chake","Kilindi","Chanoni","30/07/2019",2,0,3,"Chake Chake_Kilindi"
"Chake Chake","Matale","Limani","30/07/2019",3,0,3,"Chake Chake_Matale"
"Chake Chake","Matale","Mjawiri","30/07/2019",1,0,1,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",5,0,5,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",2,0,2,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",4,0,4,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",3,0,4,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",1,0,1,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",1,0,1,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",3,0,3,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",3,0,3,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",3,0,3,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",3,0,3,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",2,0,2,"Chake Chake_Matale"
"Chake Chake","Matale","Limani","30/07/2019",3,0,3,"Chake Chake_Matale"
"Chake Chake","Matale","Matale","30/07/2019",8,0,8,"Chake Chake_Matale"
"Chake Chake","Mvumoni","Furaha","30/07/2019",6,0,6,"Chake Chake_Mvumoni"
"Chake Chake","Mvumoni","Furaha","30/07/2019",2,0,2,"Chake Chake_Mvumoni"
"Chake Chake","Mvumoni","Furaha","30/07/2019",5,0,5,"Chake Chake_Mvumoni"
"Chake Chake","Mvumoni","Furaha","30/07/2019",6,0,6,"Chake Chake_Mvumoni"
"Chake Chake","Mvumoni","Mfikiwa","30/07/2019",1,0,1,"Chake Chake_Mvumoni"
"Chake Chake","Mvumoni","Limanda","30/07/2019",5,0,5,"Chake Chake_Mvumoni"
"Chake Chake","Chanjaani","Kizomwe","30/07/2019",1,0,1,"Chake Chake_Chanjaani"
"Chake Chake","Chanjaani","Madungu","30/07/2019",3,0,3,"Chake Chake_Chanjaani"
"Chake Chake","Chanjaani","Gongomawe","30/07/2019",6,0,6,"Chake Chake_Chanjaani"
"Chake Chake","Chanjaani","Goboma","30/07/2019",5,0,5,"Chake Chake_Chanjaani"
"Chake Chake","Chanjaani","Gongomawe","30/07/2019",1,0,1,"Chake Chake_Chanjaani"
"Chake Chake","Chanjaani","Mpendae","30/07/2019",1,0,1,"Chake Chake_Chanjaani"
"Chake Chake","Chanjaani","Kilimni","30/07/2019",2,0,2,"Chake Chake_Chanjaani"
"Chake Chake","Chanjaani","Kilimni","30/07/2019",2,0,6,"Chake Chake_Chanjaani"
"Chake Chake","Chanjaani","Kilimni","30/07/2019",4,0,4,"Chake Chake_Chanjaani"
"Chake Chake","Mgogoni","Mgogoni","30/07/2019",10,0,10,"Chake Chake_Mgogoni"
"Chake Chake","Mgogoni","Mgogoni","30/07/2019",15,0,15,"Chake Chake_Mgogoni"
"Chake Chake","Mgogoni","Mgogoni","30/07/2019",4,0,6,"Chake Chake_Mgogoni"
"Chake Chake","Mgogoni","Mgogoni","30/07/2019",3,0,3,"Chake Chake_Mgogoni"
"Chake Chake","Mgogoni","Kichangani","30/07/2019",1,0,1,"Chake Chake_Mgogoni"
"Chake Chake","Mgogoni","Kichangani","30/07/2019",2,0,2,"Chake Chake_Mgogoni"
"Chake Chake","Chonga","Changa","30/07/2019",5,0,5,"Chake Chake_Chonga"
"Chake Chake","Chonga","Changa","30/07/2019",2,0,2,"Chake Chake_Chonga"
"Chake Chake","Madungu","Madungu","30/07/2019",4,0,4,"Chake Chake_Madungu"
"Chake Chake","Madungu","Madungu","30/07/2019",4,0,4,"Chake Chake_Madungu"
"Chake Chake","Madungu","Police Madung","30/07/2019",3,0,3,"Chake Chake_Madungu"
"Chake Chake","Madungu","Fueni","30/07/2019",1,0,1,"Chake Chake_Madungu"
"Chake Chake","Kichungwani","Kichungwani","30/07/2019",2,0,2,"Chake Chake_Kichungwani"
"Chake Chake","Kichungwani","Banda taka","30/07/2019",1,0,1,"Chake Chake_Kichungwani"
"Chake Chake","Vitongoji","Udusini","31/07/2019",3,0,3,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vumba","31/07/2019",3,0,3,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Chuo cha Ufundi","31/07/2019",1,0,1,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vumba","31/07/2019",6,0,6,"Chake Chake_Vitongoji"
"Chake Chake","Ndagoni","Ngagu","31/07/2019",5,0,5,"Chake Chake_Ndagoni"
"Chake Chake","Ndagoni","Depu","31/07/2019",5,0,5,"Chake Chake_Ndagoni"
"Chake Chake","Ndagoni","Buyuni","31/07/2019",5,0,5,"Chake Chake_Ndagoni"
"Chake Chake","Tibirinzi","Pondeani","31/07/2019",5,0,5,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Pondeani","31/07/2019",16,0,16,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Pondeani","31/07/2019",2,0,2,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Pondeani","31/07/2019",3,0,3,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Kisiwani","31/07/2019",1,0,1,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Muharitani","31/07/2019",2,0,2,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Muharitani","31/07/2019",2,0,2,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Michakaeni","31/07/2019",1,0,1,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Muharitani","31/07/2019",2,0,5,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Muharitani","31/07/2019",4,0,4,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Muharitani","31/07/2019",2,0,4,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Tibirinzi","31/07/2019",1,0,1,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Ngomahazingwa","31/07/2019",3,0,3,"Chake Chake_Tibirinzi"
"Chake Chake","Tibirinzi","Kisiwani","31/07/2019",6,0,6,"Chake Chake_Tibirinzi"
"Chake Chake","Wesha","Kaole","31/07/2019",1,0,1,"Chake Chake_Wesha"
"Chake Chake","Wesha","Kaole","31/07/2019",2,0,2,"Chake Chake_Wesha"
"Chake Chake","Wesha","Mchochani","31/07/2019",3,0,3,"Chake Chake_Wesha"
"Chake Chake","Wesha","Hemani","31/07/2019",2,0,3,"Chake Chake_Wesha"
"Chake Chake","Wesha","Wesha Hospt","31/07/2019",3,0,3,"Chake Chake_Wesha"
"Chake Chake","Wesha","Wesha Hospt","31/07/2019",1,0,1,"Chake Chake_Wesha"
"Chake Chake","Wesha","Tondooni","31/07/2019",2,0,2,"Chake Chake_Wesha"
"Chake Chake","Wesha","Tondooni","31/07/2019",1,0,1,"Chake Chake_Wesha"
"Chake Chake","Wesha","Kijangwani","31/07/2019",2,0,2,"Chake Chake_Wesha"
"Chake Chake","Wesha","Kijangwani","31/07/2019",2,0,2,"Chake Chake_Wesha"
"Chake Chake","Wesha","Makaange","31/07/2019",2,0,2,"Chake Chake_Wesha"
"Chake Chake","Wesha","rambwe","31/07/2019",1,0,1,"Chake Chake_Wesha"
"Chake Chake","Ng'ambwa","Ng'ambwa","31/07/2019",6,0,6,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Ng'ambwa","31/07/2019",4,0,4,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Ng'ambwa","31/07/2019",4,0,4,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Vikunguni","31/07/2019",2,0,2,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Vikunguni","31/07/2019",2,0,2,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Vikunguni","31/07/2019",5,0,5,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Vikunguni","31/07/2019",1,0,1,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Vikunguni","31/07/2019",3,0,3,"Chake Chake_Ng'ambwa"
"Chake Chake","Ng'ambwa","Vikunguni","31/07/2019",3,0,3,"Chake Chake_Ng'ambwa"
"Chake Chake","Kwale","Kwale","31/07/2019",1,0,1,"Chake Chake_Kwale"
"Chake Chake","Kwale","Kwale","31/07/2019",1,0,1,"Chake Chake_Kwale"
"Chake Chake","Kwale","Kwale","31/07/2019",9,0,9,"Chake Chake_Kwale"
"Chake Chake","Kwale","Ng'ambwa","31/07/2019",2,0,2,"Chake Chake_Kwale"
"Chake Chake","Wawi","Mbuni","1/8/2019",1,0,1,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mbuni","1/8/2019",1,0,2,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mererani","1/8/2019",7,0,7,"Chake Chake_Wawi"
"Chake Chake","Wawi","Batini","1/8/2019",8,0,8,"Chake Chake_Wawi"
"Chake Chake","Wawi","Msikiti wabati","1/8/2019",1,0,1,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mangala","1/8/2019",3,0,3,"Chake Chake_Wawi"
"Chake Chake","Wawi","Vila","1/8/2019",4,0,4,"Chake Chake_Wawi"
"Chake Chake","Wawi","Magome","1/8/2019",2,0,2,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mwanamanja","1/8/2019",7,0,7,"Chake Chake_Wawi"
"Chake Chake","Wawi","Banda maji","1/8/2019",1,0,1,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mtakata","1/8/2019",2,0,2,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mtakata","1/8/2019",1,0,1,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mtemani","1/8/2019",1,0,1,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mtemani","1/8/2019",4,0,4,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mtemani","1/8/2019",3,0,3,"Chake Chake_Wawi"
"Chake Chake","Wawi","Wawi Branch","1/8/2019",3,0,3,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mtega","1/8/2019",5,0,5,"Chake Chake_Wawi"
"Chake Chake","Wawi","Mtega","1/8/2019",1,0,1,"Chake Chake_Wawi"
"Chake Chake","Wawi","Kwa gereg","1/8/2019",3,0,3,"Chake Chake_Wawi"
"Chake Chake","Wawi","Kwa gereg","1/8/2019",1,0,1,"Chake Chake_Wawi"
"Chake Chake","Wawi","Makonyo","1/8/2019",2,0,2,"Chake Chake_Wawi"
"Chake Chake","Wawi","Fidel Catro","1/8/2019",2,0,2,"Chake Chake_Wawi"
"Chake Chake","Wawi","Ditia ","1/8/2019",1,0,1,"Chake Chake_Wawi"
"Chake Chake","Wawi","mtemani","1/8/2019",3,0,3,"Chake Chake_Wawi"
"Chake Chake","Wara","Mkadini","1/8/2019",2,0,2,"Chake Chake_Wara"
"Chake Chake","Wara","Mkadini","1/8/2019",2,0,2,"Chake Chake_Wara"
"Chake Chake","Wara","Mkadini","1/8/2019",1,0,2,"Chake Chake_Wara"
"Chake Chake","Wara","Fletini","1/8/2019",2,0,2,"Chake Chake_Wara"
"Chake Chake","Msingini","Mtoni","1/8/2019",5,0,5,"Chake Chake_Msingini"
"Chake Chake","Msingini","Mtoni","1/8/2019",4,0,4,"Chake Chake_Msingini"
"Chake Chake","Msingini","Shamiani","1/8/2019",2,0,2,"Chake Chake_Msingini"
"Chake Chake","Msingini","Mtoni","1/8/2019",1,0,1,"Chake Chake_Msingini"
"Chake Chake","Msingini","Mtoni","1/8/2019",4,0,4,"Chake Chake_Msingini"
"Chake Chake","Msingini","Mtoni","1/8/2019",1,0,1,"Chake Chake_Msingini"
"Chake Chake","Msingini","Mtoni","1/8/2019",1,0,1,"Chake Chake_Msingini"
"Chake Chake","Msingini","Mtoni","1/8/2019",1,0,1,"Chake Chake_Msingini"
"Chake Chake","Mkoroshoni","Dira","1/8/2019",1,0,1,"Chake Chake_Mkoroshoni"
"Chake Chake","Tibirinzi","Kisiwani","1/8/2019",5,0,5,"Chake Chake_Tibirinzi"
"Chake Chake","Vitongoji","Vumba","2/8/2019",1,0,1,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vumba","2/8/2019",1,0,1,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vumba","2/8/2019",1,0,1,"Chake Chake_Vitongoji"
"Chake Chake","Vitongoji","Vumba","2/8/2019",1,0,1,"Chake Chake_Vitongoji"
"Chake Chake","Pujini","Mto wa mawe","2/8/2019",5,0,5,"Chake Chake_Pujini"
"Chake Chake","Pujini","Mtamani","2/8/2019",4,0,4,"Chake Chake_Pujini"
"Chake Chake","Matale","Chanjamjawiri","7/8/2019",1,0,1,"Chake Chake_Matale"
"Chake Chake","Matale","Matale","7/8/2019",3,0,3,"Chake Chake_Matale"
"Chake Chake","Matale","Matale","7/8/2019",5,0,6,"Chake Chake_Matale"
"Chake Chake","Matale","Mwine","7/8/2019",1,0,1,"Chake Chake_Matale"
"Chake Chake","Matale","Mwine","7/8/2019",4,0,6,"Chake Chake_Matale"
"Micheweni","Sizini","Kwapengo","5/8/2019",5,0,7,"Micheweni_Sizini"
"Micheweni","Sizini","Kibondeni","5/8/2019",3,2,5,"Micheweni_Sizini"
"Micheweni","Konde","Chanjaani","5/8/2019",8,0,8,"Micheweni_Konde"
"Micheweni","Konde","Kwa mchina","5/8/2019",2,0,2,"Micheweni_Konde"
"Micheweni","Konde","Konde Ujinga","5/8/2019",7,0,7,"Micheweni_Konde"
"Micheweni","Konde","Dutani","5/8/2019",6,0,7,"Micheweni_Konde"
"Micheweni","Konde","Dutani","5/8/2019",4,0,5,"Micheweni_Konde"
"Micheweni","Konde","Chanjaani","5/8/2019",1,0,1,"Micheweni_Konde"
"Micheweni","Kifundi","Kiuyu Kipangani","5/8/2019",5,0,5,"Micheweni_Kifundi"
"Micheweni","Kifundi","Kiuyu Kipangani","5/8/2019",3,0,5,"Micheweni_Kifundi"
"Micheweni","Kifundi","Kiuyu Kipangani","5/8/2019",1,0,1,"Micheweni_Kifundi"
"Micheweni","Kifundi","Mijileni","5/8/2019",2,0,2,"Micheweni_Kifundi"
"Micheweni","Kifundi","Mijileni","5/8/2019",1,0,1,"Micheweni_Kifundi"
"Micheweni","Kifundi","Pogwa","5/8/2019",1,1,1,"Micheweni_Kifundi"
"Micheweni","Kifundi","Pogwa","5/8/2019",1,0,3,"Micheweni_Kifundi"
"Micheweni","Kifundi","Kifundi","5/8/2019",1,1,1,"Micheweni_Kifundi"
"Micheweni","Kifundi","Kifundi","5/8/2019",2,0,2,"Micheweni_Kifundi"
"Micheweni","Kifundi","mshashani","5/8/2019",1,0,4,"Micheweni_Kifundi"
"Micheweni","Kifundi","Kipangani Kiuy","5/8/2019",4,0,6,"Micheweni_Kifundi"
"Micheweni","Kifundi","Kipangani Kiuy","5/8/2019",4,0,8,"Micheweni_Kifundi"
"Micheweni","Kifundi","Kibatini","5/8/2019",1,0,2,"Micheweni_Kifundi"
"Micheweni","Tumbe Mashariki","T.Mashariki","5/8/2019",12,0,12,"Micheweni_Tumbe Mashariki"
"Micheweni","Tumbe Mashariki","T.Magharibi","5/8/2019",11,0,11,"Micheweni_Tumbe Mashariki"
"Micheweni","Konde","K/Manda","5/8/2019",1,0,1,"Micheweni_Konde"
"Micheweni","Konde","K/Manda","5/8/2019",2,0,2,"Micheweni_Konde"
"Micheweni","Konde","K/Manda","5/8/2019",1,0,1,"Micheweni_Konde"
"Micheweni","Konde","K/Manda","5/8/2019",1,0,1,"Micheweni_Konde"
"Micheweni","Konde","K/Manda","5/8/2019",2,0,2,"Micheweni_Konde"
"Micheweni","Konde","K/Manda","5/8/2019",2,0,2,"Micheweni_Konde"
"Micheweni","Konde","K/Manda","5/8/2019",5,0,5,"Micheweni_Konde"
"Micheweni","Konde","Chonja","5/8/2019",6,0,6,"Micheweni_Konde"
"Micheweni","Konde","Kipange","5/8/2019",9,0,11,"Micheweni_Konde"
"Micheweni","Konde","Kipange","5/8/2019",3,0,3,"Micheweni_Konde"
"Micheweni","Micheweni","Micheweni","5/8/2019",2,0,2,"Micheweni_Micheweni"
"Micheweni","Micheweni","Micheweni","5/8/2019",1,0,4,"Micheweni_Micheweni"
"Micheweni","Micheweni","Micheweni","5/8/2019",2,0,4,"Micheweni_Micheweni"
"Micheweni","Micheweni","Micheweni","5/8/2019",2,0,4,"Micheweni_Micheweni"
"Micheweni","Micheweni","Micheweni","5/8/2019",3,0,5,"Micheweni_Micheweni"
"Micheweni","Micheweni","Micheweni","5/8/2019",1,0,1,"Micheweni_Micheweni"
"Micheweni","Kinowe","Kinowe","6/8/2019",2,0,5,"Micheweni_Kinowe"
"Micheweni","Kinowe","Mwanambale","6/8/2019",4,0,6,"Micheweni_Kinowe"
"Micheweni","Kinowe","Kinowe","6/8/2019",2,2,2,"Micheweni_Kinowe"
"Micheweni","Kinowe","Kinowe","6/8/2019",1,1,1,"Micheweni_Kinowe"
"Micheweni","Shumba Mjini","Shumba Mjini","6/8/2019",1,0,7,"Micheweni_Shumba Mjini"
"Micheweni","Shumba Mjini","Shumba Mjini","6/8/2019",5,0,5,"Micheweni_Shumba Mjini"
"Micheweni","Shumba Mjini","Shumba Mjini","6/8/2019",3,0,3,"Micheweni_Shumba Mjini"
"Micheweni","Shumba Mjini","Shumba Mjini","6/8/2019",4,0,4,"Micheweni_Shumba Mjini"
"Micheweni","Chimba","Chimba","6/8/2019",2,0,2,"Micheweni_Chimba"
